DL3CAP3216,0.068965517241379,0.578947368421053,0.7,0,0,0.210526315789474,0.25
DL8CAK1693,0.042944785276074,0.166666666666667,0.166666666666667,0.111111111111111,0,0.125,0.3
HR26DD086,0,0,0,0,0,0,1
DL3CAW6226,0,0,0,0,0,0,0
DL3CAR0746,0.04601226993865,0.25,0.245098039215686,0.1,0.339622641509434,0.177777777777778,5
DL9CAN2259,0,0,0,0,0,0,0
UP14FT4731,0,0,0,0,0,0,0
DL12CH2564,0.00990099009901,0.144578313253012,0.014925373134328,0,0,0,0
DL1RTB8579,0,0,0,0,0,0,0
DL3SDW7344,0,0,0,0,0,0,0
1DL3CBL,0,0,0,0,0,0,0
DL1RTA7812,0.076923076923077,0,0,0,0,0,3
UP16FT0543,0,0,0,0,0,0,0
DL12CJ4819,0.048,0,0.035714285714286,0,0,0.1,10
DL3CCK2711,0.07027027027027,0.246575342465753,0.196078431372549,0.192307692307692,0.166666666666667,0.115384615384615,4
DL12CE1760,0.030054644808743,0.262295081967213,0.150943396226415,0.086956521739131,0.119402985074627,0.25,0.346153846153846
DL1CY3685,0,0,0,0,0,0,0
DL3CBB4483,0.029143897996357,0.133333333333333,0.090909090909091,0.106666666666667,0.043956043956044,0.119402985074627,12
HR55AC0650,0.304347826086957,0,0,0,0,0,1
DL3CCG2036,0.031746031746032,0.24,0.186046511627907,0.064516129032258,0.142857142857143,0.066666666666667,15
DL3SCV2162,0.31578947368421,0,0,0,0,0,0
HR51A55433,0.090909090909091,0,0,0,0,0,0
DL12CE0909,0,0,0,0,0,0,0
DL3SMLA88435,0,0,0,0,0,0,0
DL2CAD1462,0.111111111111111,0,0,0,0,0,0
DL12CE7811,0.09375,0.125,0.333333333333333,0.25,0.375,0.583333333333333,1
DL12CJ9329,0,0,0,0,0,0,0
DL3CBL6810,0.015444015444016,0,0,0,0.068181818181818,0.04,11
DL8CAN5221,0.03862660944206,0.017857142857143,0.021739130434783,0,0.076923076923077,0,0
DL8CY9791,0.065502183406114,0.076923076923077,0,0,0.045454545454546,0.148148148148148,0.5
DL1CZ0771,0,0,0,0,0,0,0
DL12CM1144,0.004830917874396,0.095238095238095,0.064516129032258,0.223529411764706,0.174603174603175,0.214285714285714,28
TN02AK4955,0.294117647058824,0,0,0,0,0,0
DL3SCR509,0,0,0,0,0,0,0
DLH112SE4430,0,0,0,0,0,0,0
HR26AZ7743,0.024096385542169,0.133333333333333,0.234042553191489,0.208333333333333,0.151515151515152,0.173913043478261,0.32
DL12CJ932,0,0,0,0,0,0,0
DL7CL2815,0.008915304606241,0.02247191011236,0.012345679012346,0.018518518518519,0.014925373134328,0,25
HR26AR2387,0.016666666666667,0,0.166666666666667,0.5,0.375,0.5,0
DL12CA0579,0.011682242990654,0,0,0.035714285714286,0.020408163265306,0,12
DL4CAA1617,0,0,0,0,0,0,0
DL12CG0602,0.027118644067797,0.1,0.117647058823529,0,0.027777777777778,0.117647058823529,0.2
DL3CAF9699,0,0,0,0,0,0,0
DL1RTA3729,0,0,0,0,0,0,0
DL2CAY3980,0.034934497816594,0,0.2,0.090909090909091,0.0625,0,17
DL3CBX0993,0.068965517241379,0,0,0,0,0,0
DL12CE6041,0.028667790893761,0.046875,0.122448979591837,0.107692307692308,0.114754098360656,0.121621621621622,0.272727272727273
8CN9359G1,0,0,0,0,0,0,0
DL3SICR5450,0,0,0,0,0,0,0
DL3SDM680,0,0,0,0,0,0,0
DL12SC5081,0,0,0,0,0,0,0
DL1Z5297,0,0,0,0,0,0,0
DL3CAQ7628,0.006734006734007,0.242424242424242,0.303030303030303,0.125,0.258064516129032,0.340909090909091,0.394736842105263
RJ40TA0233,0.142857142857143,0,0,0,0,0,0
